0.981 -0.748883
-0.962304 0.959913
0.839407 0.914252
0.698499 -0.833046
-0.928567 -0.635285
0.841219 0.850384
-0.791231 0.876492
-0.883549 0.63166
0.593859 -0.812127
-0.851323 0.938109
0.878579 0.811904
0.466087 0.910176
0.892459 -0.690941
-0.840179 -0.659176
-0.963438 -0.646296
0.815992 0.90498
0.874891 -0.77405
0.987045 0.671454
0.732645 -0.829459
0.450126 0.934029
0.903133 0.65894
0.597271 -0.955742
0.968892 0.471011
0.810875 0.855805
-0.930932 -0.857969
-0.965269 0.69202
0.822542 0.612593
-0.751906 -0.988429
0.720152 0.776539
-0.883713 -0.804693
0.929031 -0.503316
0.490376 0.964197
-0.965813 0.839571
0.920952 0.852729
0.522237 -0.882213
-0.53651 -0.865288
-0.87524 0.920706
0.962675 -0.272237
0.815808 0.870734
-0.949149 0.736813
0.69877 0.75438
-0.539874 -0.974023
0.983064 0.895147
-0.646528 0.956893
-0.832678 -0.573782
0.717183 0.917922
-0.928241 -0.91991
0.940585 -0.964919
0.836038 0.569602
0.773401 -0.973491
0.79964 0.779096
-0.128721 -0.996842
0.648845 0.895844
0.52792 0.908071
0.986743 -0.263115
0.89817 0.440203
0.880798 0.774902
0.385272 0.990344
0.179938 0.990251
-0.986699 -0.860621
-0.927337 -0.698791
0.813868 -0.886825
0.426639 -0.949243
-0.903673 0.469451
-0.973089 0.63808
0.948688 0.977482
0.935624 -0.711801
-0.996555 -0.844682
-0.783221 -0.836866
0.984747 -0.919447
0.908018 0.659767
-0.589892 0.850694
0.49017 0.914416
-0.937689 -0.6065
0.934879 -0.736201
0.778974 -0.734149
-0.932246 -0.977
0.799852 -0.79187
-0.99155 -0.594937
-0.864157 -0.954706
-0.793309 -0.73019
0.96079 0.785556
0.704242 -0.939521
-0.764677 -0.797425
-0.21027 -0.980122
-0.649785 -0.850544
-0.970704 -0.602194
-0.889848 0.639702
0.849207 -0.771895
0.364931 0.950005
0.611043 0.980225
0.816211 -0.60434
0.325126 -0.950063
0.948436 0.768022
0.970094 -0.911541
0.871172 -0.729427
-0.50512 0.950154
0.814256 -0.627072
0.828825 -0.829632
0.7725 -0.768728
0.971758 0.769519
0.813983 0.864628
0.656348 0.874023
-0.680892 -0.937932
0.520855 -0.99044
0.728943 -0.841937
0.711298 -0.926261
0.890633 0.939619
-0.808838 -0.722982
0.99644 -0.372415
-0.950298 0.787696
-0.105036 -0.995677
-0.949297 0.610247
0.459586 0.893398
0.350535 -0.979567
0.845328 -0.89593
-0.385544 -0.988722
-0.995646 0.790239
